text-en,intent-en,text-fr,intent-fr
establish a connection to my phone,sync_device,établir une connexion à mon téléphone,périphérique_de_synchronisation
connect to my phone for me,sync_device,connectez-vous à mon téléphone pour moi,périphérique_de_synchronisation
could you link with my phone,sync_device,pourriez-vous lier avec mon téléphone,périphérique_de_synchronisation
can you get access to my phone right now,sync_device,pouvez-vous avoir accès à mon téléphone dès maintenant,périphérique_de_synchronisation
do you think you could disconnect from my phone,sync_device,pensez-vous que vous pourriez vous déconnecter de mon téléphone,périphérique_de_synchronisation
i wanna disconnect from my phone,sync_device,Je veux me déconnecter de mon téléphone,périphérique_de_synchronisation
let's terminate connection to my phone please,sync_device,mettons fin à la connexion à mon téléphone s’il vous plaît,périphérique_de_synchronisation
get connected to my phone,sync_device,me connecter à mon téléphone,périphérique_de_synchronisation
stop syncing with this phone,sync_device,arrêter la synchronisation avec ce téléphone,périphérique_de_synchronisation
disconnect from my phone please,sync_device,déconnecter de mon téléphone s’il vous plaît,périphérique_de_synchronisation
please link with my phone,sync_device,s’il vous plaît lier avec mon téléphone,périphérique_de_synchronisation
please unsync my phone,sync_device,s’il vous plaît unsync mon téléphone,périphérique_de_synchronisation
could you connect to my phone,sync_device,pourriez-vous vous connecter à mon téléphone,périphérique_de_synchronisation
do you have access to my phone,sync_device,avez-vous accès à mon téléphone,périphérique_de_synchronisation
"can you connect with my phone, please",sync_device,"pouvez-vous vous connecter avec mon téléphone, s’il vous plaît",périphérique_de_synchronisation
you can unsync from my phone now,sync_device,vous pouvez annuler la synchronisation à partir de mon téléphone maintenant,périphérique_de_synchronisation
pair with my phone,sync_device,paire avec mon téléphone,périphérique_de_synchronisation
stop the connection with my phone,sync_device,arrêter la connexion avec mon téléphone,périphérique_de_synchronisation
are you able to get into my phone at the moment,sync_device,êtes-vous en mesure d’entrer dans mon téléphone pour le moment,périphérique_de_synchronisation
i need you to disconnect from my phone,sync_device,J’ai besoin que vous vous déconnectiez de mon téléphone,périphérique_de_synchronisation
"can you connect to my phone, please",sync_device,"pouvez-vous vous connecter à mon téléphone, s’il vous plaît",périphérique_de_synchronisation
desync from my iphone,sync_device,desync depuis mon iphone,périphérique_de_synchronisation
pair with my smart phone,sync_device,paire avec mon téléphone intelligent,périphérique_de_synchronisation
unsync my phone now please,sync_device,unsync mon téléphone maintenant s’il vous plaît,périphérique_de_synchronisation
please get off my phone,sync_device,s’il vous plaît descendre de mon téléphone,périphérique_de_synchronisation
i am going to go ahead and pair this with my new phone,sync_device,Je vais aller de l’avant et jumeler cela avec mon nouveau téléphone,périphérique_de_synchronisation
i want to disconnect the current connection to my phone,sync_device,Je veux déconnecter la connexion actuelle à mon téléphone,périphérique_de_synchronisation
please desync my current mobile,sync_device,s’il vous plaît desync mon mobile actuel,périphérique_de_synchronisation
desync from my phone,sync_device,desync depuis mon téléphone,périphérique_de_synchronisation
please disconnect from my phone,sync_device,s’il vous plaît déconnecter de mon téléphone,périphérique_de_synchronisation
quickly disconnect the phone,sync_device,déconnectez rapidement le téléphone,périphérique_de_synchronisation
do i have anything on my calendar for may 3,calendar,ai-je quelque chose sur mon calendrier pour le 3 mai,calendrier
is my daughter's birthday on my calendar,calendar,est l’anniversaire de ma fille sur mon calendrier,calendrier
can you give me an overview of what march 23 will look like for me,calendar,pouvez-vous me donner un aperçu de ce à quoi ressemblera le 23 mars pour moi,calendrier
what do i have on my calendar for monday the 1st of march,calendar,qu’est-ce que j’ai sur mon calendrier pour le lundi 1er mars,calendrier
i want my schedule for march 2,calendar,Je veux mon horaire pour mars 2,calendrier
what do i have on my calendar for february 8,calendar,qu’est-ce que j’ai sur mon calendrier pour février 8,calendrier
let me know my march 2 calendar,calendar,faites-moi savoir mon calendrier du 2 mars,calendrier
remind me of the date of the event called 'anniversary dinner,calendar,me rappeler la date de l’événement appelé « dîner d’anniversaire »,calendrier
"the 21st, what is on my calendar",calendar,"le 21, ce qui est sur mon calendrier",calendrier
tell me what is showing on my calendar for the 17th of march,calendar,dites-moi ce qui apparaît sur mon calendrier pour le 17 mars,calendrier
what events are on my calendar for april 1st,calendar,quels événements sont sur mon calendrier pour le 1er avril,calendrier
tell me what's on the calendar for saturday,calendar,dites-moi ce qu’il y a sur le calendrier pour samedi,calendrier
what is showing on my calendar for the 17th of march,calendar,ce qui apparaît sur mon calendrier pour le 17 mars,calendrier
what am i supposed to be doing today,calendar,qu’est-ce que je suis censé faire aujourd’hui,calendrier
read me my schedule for march 2,calendar,lisez-moi mon emploi du temps pour le 2 mars,calendrier
what do i have going on march 2nd on my calendar,calendar,qu’est-ce que j’ai en cours le 2 mars sur mon calendrier,calendrier
show me my calendar for next sunday,calendar,montrez-moi mon calendrier pour dimanche prochain,calendrier
do i have anything on my calendar for march 2nd,calendar,ai-je quelque chose sur mon calendrier pour le 2 mars,calendrier
what's on my calendar for the 18th of march,calendar,ce qui est sur mon calendrier pour le 18 mars,calendrier
did i had my wife and mine anniversary to my calendar,calendar,ai-je eu ma femme et mon anniversaire à mon calendrier,calendrier
what's in the books for april 30th,calendar,ce qui est dans les livres pour le 30 avril,calendrier
are there any events on my calendar for march 2nd,calendar,y a-t-il des événements sur mon calendrier pour le 2 mars,calendrier
did i put an item on the calendar to get the dog neutered,calendar,ai-je mis un élément sur le calendrier pour obtenir le chien stérilisé,calendrier
what does my schedule look like for april 1,calendar,à quoi ressemble mon emploi du temps pour le 1er avril,calendrier
do i have 30th birthday party on my calendar,calendar,ai-je 30e fête d’anniversaire sur mon calendrier,calendrier
how is my calendar looking for may 6th,calendar,comment mon calendrier est-il à la recherche du 6 mai,calendrier
what do i have planned on my calendar for next sunday,calendar,qu’est-ce que j’ai prévu sur mon calendrier pour dimanche prochain,calendrier
search my calendar for birthday party,calendar,rechercher dans mon calendrier une fête d’anniversaire,calendrier
what time is my haircut on wednesday,calendar,à quelle heure est ma coupe de cheveux le mercredi,calendrier
what is on my schedule for the day of march 5th,calendar,ce qui est sur mon emploi du temps pour la journée du 5 mars,calendrier
what do i have on my calendar for march 2,calendar,qu’est-ce que j’ai sur mon calendrier pour mars 2,calendrier
what items do i have on my calendar for easter,calendar,quels éléments ai-je sur mon calendrier pour Pâques,calendrier
what do i have on my calendar for march 11,calendar,qu’est-ce que j’ai sur mon calendrier pour mars 11,calendrier
do i have anything on my calendar next sunday,calendar,ai-je quelque chose sur mon calendrier dimanche prochain,calendrier
what do i have to do on march 2 that's on my calendar,calendar,qu’est-ce que je dois faire le 2 mars qui est sur mon calendrier,calendrier
what's happening on may 3rd,calendar,ce qui se passe le 3 mai,calendrier
on the 26th what is on the table for my calendar,calendar,le 26 ce qui est sur la table pour mon calendrier,calendrier
do i have anything on my schedule for may 3,calendar,ai-je quelque chose sur mon emploi du temps pour le 3 mai,calendrier
does my calendar include an event called shana's baby shower,calendar,mon calendrier comprend-il un événement appelé baby shower de shana,calendrier
does my calendar have anything for january 1st,calendar,est-ce que mon calendrier a quelque chose pour le 1er janvier,calendrier
tell me everything on my calendar for may 1,calendar,dites-moi tout sur mon calendrier pour le 1er mai,calendrier
what do i have scheduled for february 28th,calendar,qu’est-ce que j’ai prévu pour le 28 février,calendrier
do i have any appointments on tuesday,calendar,ai-je des rendez-vous le mardi,calendrier
check my calendar to see if an event called final exams exists,calendar,consultez mon calendrier pour voir s’il existe un événement appelé examens finaux,calendrier
what do i have planned on 3/15,calendar,qu’est-ce que j’ai prévu sur 3/15,calendrier
what is currently on my calendar for friday the 1st,calendar,ce qui est actuellement sur mon calendrier pour le vendredi 1er,calendrier
i must know what is currently on my calendar for friday the 1st,calendar,Je dois savoir ce qui est actuellement sur mon calendrier pour le vendredi 1er,calendrier
tell me what is on my calendar for april 1,calendar,dites-moi ce qui est sur mon calendrier pour le 1er avril,calendrier
what is on my calander for valentines day,calendar,ce qui est sur mon calander pour la Saint-Valentin,calendrier
"can you tell me what's on my calendar for march 05, 2019",calendar,"pouvez-vous me dire ce qui est sur mon calendrier pour mars 05, 2019",calendrier
what are the health benefits i have,insurance,quels sont les avantages pour la santé que j’ai,assurance
what health benefits can i use,insurance,quels avantages pour la santé puis-je utiliser,assurance
what's my health plan,insurance,quel est mon plan de santé,assurance
can i obtain health benefits,insurance,puis-je obtenir des avantages pour la santé,assurance
do you know the health plan i'm on,insurance,connaissez-vous le plan de santé sur lequel je suis,assurance
what is the name of my health insurance,insurance,quel est le nom de mon assurance maladie,assurance
do you know what my health benefits are,insurance,savez-vous quels sont mes avantages pour la santé,assurance
what kind of insurance plan am i enrolled in,insurance,à quel type de régime d’assurance suis-je inscrit,assurance
may i know my insurance benefits,insurance,puis-je connaître mes prestations d’assurance,assurance
my insurance benefits are what,insurance,mes prestations d’assurance sont ce que,assurance
i need you to tell me what benefits are included in my insurance,insurance,J’ai besoin que vous me disiez quels avantages sont inclus dans mon assurance,assurance
what's the healthcare plan i'm on,insurance,quel est le plan de soins de santé sur laquelle je suis,assurance
please find the benefits provided by my insurance,insurance,s’il vous plaît trouver les avantages fournis par mon assurance,assurance
what are my insurance assets,insurance,quels sont mes actifs d’assurance,assurance
tell me about my insurance benefits,insurance,me parler de mes prestations d’assurance,assurance
i'm wondering what health plan i'm on,insurance,Je me demande sur quel plan de santé je suis,assurance
remind me of which insurance plan i'm currently enrolled in,insurance,me rappeler à quel régime d’assurance je suis actuellement inscrit,assurance
i would like to know all of the covered benefits that are given by my health care plan,insurance,J’aimerais connaître toutes les prestations couvertes qui sont données par mon régime de soins de santé,assurance
list my insurance benefits,insurance,lister mes prestations d’assurance,assurance
"what kind of insurance plan am i enrolled in, please",insurance,"à quel type de régime d’assurance suis-je inscrit, s’il vous plaît",assurance
tell me my health plan,insurance,dites-moi mon plan de soins de santé,assurance
what are my insurance perks,insurance,quels sont mes avantages en matière d’assurance,assurance
can you tell me the name of the insurance plan i'm a member of,insurance,pouvez-vous me dire le nom du régime d’assurance dont je suis membre,assurance
what are the benefits i get for my health,insurance,quels sont les avantages que j’obtiens pour ma santé,assurance
can you tell me my insurance benefits,insurance,pouvez-vous me dire mes prestations d’assurance,assurance
please look up the name of my insurance plan,insurance,s’il vous plaît chercher le nom de mon régime d’assurance,assurance
any word on my healthcare plan,insurance,n’importe quel mot sur mon plan de soins de santé,assurance
whats included with my insurance,insurance,ce qui est inclus avec mon assurance,assurance
insurance benefit details,insurance,détails des prestations d’assurance,assurance
what is the aid i get from these health benefits,insurance,quelle est l’aide que je reçois de ces prestations de santé,assurance
can you explain my benefits,insurance,pouvez-vous expliquer mes avantages,assurance
what's my insurance benefits like,insurance,à quoi ressemblent mes prestations d’assurance,assurance
"what type of insurance plan am i enrolled in, please",insurance,"à quel type de régime d’assurance suis-je inscrit, s’il vous plaît",assurance
what insurance benefits am i getting,insurance,quelles prestations d’assurance reçois-je,assurance
what health plan do i have,insurance,quel plan de santé ai-je,assurance
give me info on my health plan,insurance,me donner des infos sur mon plan de santé,assurance
what benefits does my health coverage give me,insurance,quels avantages ma couverture santé me donne-t-elle?,assurance
what benefits are included in my package,insurance,quels avantages sont inclus dans mon forfait,assurance
can you tell me my health plan,insurance,pouvez-vous me dire mon plan de santé,assurance
what's my current health care plan,insurance,quel est mon régime de soins de santé actuel,assurance
what are my insurance amenities,insurance,quelles sont mes commodités d’assurance,assurance
what benefits are associated with my insurance,insurance,quels sont les avantages associés à mon assurance,assurance
what was my health plan again,insurance,quel était mon plan de santé à nouveau,assurance
what are my insurance rewards,insurance,quelles sont mes récompenses d’assurance,assurance
is it possible for you to let me know what health plan i'm on,insurance,est-il possible pour vous de me faire savoir sur quel plan de santé je suis sur,assurance
can you tell me what is included in my health benefits,insurance,pouvez-vous me dire ce qui est inclus dans mes prestations de santé,assurance
where is the list of my insurance benefits,insurance,où est la liste de mes prestations d’assurance,assurance
give me information on my health plan,insurance,me donner de l’information sur mon régime de soins de santé,assurance
what benefits are available with my insurance,insurance,quels sont les avantages offerts avec mon assurance,assurance
i'm curious what health plan i'm on,insurance,Je suis curieux de savoir sur quel plan de santé je suis,assurance
do i need a tourist visa for europe,international_visa,ai-je besoin d’un visa touristique pour l’Europe,visa_international
"i want to go to korea, do i need an international visa",international_visa,"Je veux aller en Corée, ai-je besoin d’un visa international",visa_international
do i need an international visa to go to spain,international_visa,ai-je besoin d’un visa international pour aller en Espagne,visa_international
does mexico require an international visa,international_visa,le Mexique a-t-il besoin d’un visa international,visa_international
do i need a visa to leave the country,international_visa,ai-je besoin d’un visa pour quitter le pays,visa_international
do i need a visa to scotland,international_visa,ai-je besoin d’un visa pour l’Écosse,visa_international
does travelling to that place require a visa,international_visa,le fait de se rendre à cet endroit nécessite-t-il un visa?,visa_international
i need to know if i must have an international visa to go to france,international_visa,J’ai besoin de savoir si je dois avoir un visa international pour aller en France,visa_international
do i need to get a visa for russia,international_visa,ai-je besoin d’obtenir un visa pour la Russie,visa_international
i am going to germany soon do i need a visa,international_visa,Je vais bientôt en Allemagne ai-je besoin d’un visa,visa_international
do i need a visa to travel to canada,international_visa,ai-je besoin d’un visa pour voyager au Canada,visa_international
do i need a travel visa to visit russia,international_visa,ai-je besoin d’un visa de voyage pour visiter la Russie,visa_international
do i need a visa to russia,international_visa,ai-je besoin d’un visa pour la Russie,visa_international
do i need to obtain a travel visa to go on vacation to places in eastern europe,international_visa,ai-je besoin d’obtenir un visa de voyage pour partir en vacances dans des endroits en Europe de l’Est,visa_international
let me know if i need an international visa to go to sudan,international_visa,faites-moi savoir si j’ai besoin d’un visa international pour aller au Soudan,visa_international
do i need a visa to travel to jamaica,international_visa,ai-je besoin d’un visa pour voyager en Jamaïque,visa_international
will i need a visa to go to moldova,international_visa,ai-je besoin d’un visa pour aller en Moldavie,visa_international
"i'm going to canada soon, do i need a visa",international_visa,"Je vais bientôt au Canada, ai-je besoin d’un visa",visa_international
should i get a travel visa for spain,international_visa,devrais-je obtenir un visa de voyage pour l’Espagne,visa_international
i want to see paris will i need an international visa,international_visa,Je veux voir paris j’ai besoin d’un visa international,visa_international
do i need to apply for a visa to visit dnipro,international_visa,dois-je demander un visa pour visiter dnipro,visa_international
"for travel to argentina, do i need to get a travel visa",international_visa,"pour voyager en Argentine, ai-je besoin d’obtenir un visa de voyage",visa_international
if i want to travel to mexico do i need to get a visa,international_visa,si je veux voyager au Mexique ai-je besoin d’obtenir un visa,visa_international
tell me whether i need an international visa to go to mexico,international_visa,dites-moi si j’ai besoin d’un visa international pour aller au Mexique,visa_international
do i have to get an international visa before they'll let me in melbourne,international_visa,dois-je obtenir un visa international avant de me laisser à Melbourne,visa_international
does france have their own version of a visa,international_visa,la France a-t-elle sa propre version d’un visa,visa_international
what documents to i need to go to egypt,international_visa,quels documents à j’ai besoin d’aller en Egypte,visa_international
might i need to get a visa to travel to venezuela,international_visa,pourrais-je avoir besoin d’obtenir un visa pour voyager au Venezuela,visa_international
israel has strict restrictions do i need a visa to travel there,international_visa,Israël a des restrictions strictes ai-je besoin d’un visa pour y voyager,visa_international
am i in need of an international visa to go to france,international_visa,ai-je besoin d’un visa international pour aller en France,visa_international
do i need a visa to travel to mexico,international_visa,ai-je besoin d’un visa pour voyager au Mexique,visa_international
do i need a visa to travel to isreal,international_visa,ai-je besoin d’un visa pour voyager à isreal,visa_international
do i need a visa to go to cuba,international_visa,ai-je besoin d’un visa pour aller à Cuba,visa_international
would i need a tourist visa for brazil,international_visa,aurais-je besoin d’un visa touristique pour le Brésil,visa_international
do i need a travel visa to visit canada,international_visa,ai-je besoin d’un visa de voyage pour visiter le Canada,visa_international
"to visit cambodia, do i need an international visa",international_visa,"pour visiter le Cambodge, ai-je besoin d’un visa international",visa_international
will i have to apply for a visa if i want to visit mexico,international_visa,devrai-je demander un visa si je veux visiter le Mexique,visa_international
does international travel always require a visa,international_visa,les voyages internationaux nécessitent-ils toujours un visa?,visa_international
would i need a travel visa to go to the congo,international_visa,aurais-je besoin d’un visa de voyage pour aller au congo,visa_international
do i need a visa to go to greece,international_visa,ai-je besoin d’un visa pour aller en Grèce,visa_international
i'm going to jamaica next week am i needing a visa,international_visa,Je vais en Jamaïque la semaine prochaine ai-je besoin d’un visa,visa_international
i'm vacationing in israel will i need a visa,international_visa,Je suis en vacances en Israël ai-je besoin d’un visa,visa_international
do i need to bring a visa when i go to canada next month,international_visa,dois-je apporter un visa lorsque je vais au Canada le mois prochain,visa_international
"if i'm planning to go to the uk, do i need a visa",international_visa,"si je prévoit d’aller au Royaume-Uni, ai-je besoin d’un visa",visa_international
"i'm going to be going to canada soon, do they require a visa for entry",international_visa,"Je vais bientôt aller au Canada, ont-ils besoin d’un visa pour entrer",visa_international
do i need a visa to go to somewhere internationally,international_visa,ai-je besoin d’un visa pour aller quelque part à l’étranger,visa_international
i am going to russia and am wondering if i need a visa,international_visa,Je vais en Russie et je me demande si j’ai besoin d’un visa,visa_international
do i need an international visa to enter canada,international_visa,ai-je besoin d’un visa international pour entrer au Canada,visa_international
do i need an international visa to go to malaysia,international_visa,ai-je besoin d’un visa international pour aller en Malaisie,visa_international
to vacation to tel aviv do i need a travel visa,international_visa,pour des vacances à Tel Aviv ai-je besoin d’un visa de voyage,visa_international
i want you to immediatly block any further activity on my bb&t bank account,freeze_account,Je veux que vous bloquiez immédiatement toute autre activité sur mon compte bancaire bb&t,geler_le_compte
place a block on my capital one account right now,freeze_account,placer un bloc sur mon compte capital one en ce moment,geler_le_compte
i want my account frozen,freeze_account,Je veux que mon compte soit gelé,geler_le_compte
i need to hold off on my account,freeze_account,J’ai besoin de retarder mon compte,geler_le_compte
please do a stop on my bank account,freeze_account,s’il vous plaît faire un arrêt sur mon compte bancaire,geler_le_compte
i need you to block my mutualone account now,freeze_account,J’ai besoin que vous bloquiez mon compte mutualone maintenant,geler_le_compte
put a freeze on my bank account,freeze_account,geler mon compte bancaire,geler_le_compte
stop all payments to my bank account,freeze_account,arrêter tous les paiements sur mon compte bancaire,geler_le_compte
do you mind putting a stop on my bank account,freeze_account,cela vous dérange-t-il d’arrêter mon compte bancaire,geler_le_compte
can you put a stop on my bank account now,freeze_account,pouvez-vous mettre un arrêt sur mon compte bancaire maintenant,geler_le_compte
don't let payments go through using my bank account,freeze_account,ne laissez pas les paiements passer à l’aide de mon compte bancaire,geler_le_compte
please freeze my account,freeze_account,s’il vous plaît geler mon compte,geler_le_compte
put a hold on my bank account please,freeze_account,mettre une retenue sur mon compte bancaire s’il vous plaît,geler_le_compte
i'd like a block on my charles schwab account immediately,freeze_account,Je voudrais un bloc sur mon compte charles schwab immédiatement,geler_le_compte
place a hold on my bank account,freeze_account,placer une retenue sur mon compte bancaire,geler_le_compte
please turn my account to frozen,freeze_account,s’il vous plaît tourner mon compte à gelé,geler_le_compte
can you put a stop on my bank account,freeze_account,pouvez-vous mettre un arrêt sur mon compte bancaire,geler_le_compte
"could you freeze my account, please",freeze_account,"pourriez-vous geler mon compte, s’il vous plaît",geler_le_compte
i'd like a stop placed on my bank account,freeze_account,Je voudrais un arrêt placé sur mon compte bancaire,geler_le_compte
turn off my account,freeze_account,désactiver mon compte,geler_le_compte
i need a block put on my chase account right away,freeze_account,J’ai besoin d’un bloc mis sur mon compte chase tout de suite,geler_le_compte
stop payments from my bank,freeze_account,arrêter les paiements de ma banque,geler_le_compte
can i freeze my bank account,freeze_account,puis-je geler mon compte bancaire,geler_le_compte
please freeze my bank account,freeze_account,s’il vous plaît geler mon compte bancaire,geler_le_compte
please block my chase account right away,freeze_account,s’il vous plaît bloquer mon compte chase tout de suite,geler_le_compte
dont allow any action on my account,freeze_account,n’autorisez aucune action sur mon compte,geler_le_compte
"help me freeze my bank account, please",freeze_account,"aidez-moi à geler mon compte bancaire, s’il vous plaît",geler_le_compte
i'd like to put a freeze on my bank account,freeze_account,J’aimerais mettre un gel sur mon compte bancaire,geler_le_compte
freeze my bank account,freeze_account,geler mon compte bancaire,geler_le_compte
i want my bank account frozen,freeze_account,Je veux que mon compte bancaire soit gelé,geler_le_compte
please make my account a frozen one,freeze_account,s’il vous plaît faire de mon compte un gel,geler_le_compte
put a stop on my deposit account,freeze_account,mettre un terme à mon compte de dépôt,geler_le_compte
put a hold on my bank of america account right away please,freeze_account,mettre une retenue sur mon compte bank of america tout de suite s’il vous plaît,geler_le_compte
freeze my account immediately,freeze_account,geler mon compte immédiatement,geler_le_compte
is it too much trouble to put a stop on my bank account,freeze_account,est-ce trop difficile de mettre un terme à mon compte bancaire,geler_le_compte
"i need you to place a stop on my bank account, thank you",freeze_account,"J’ai besoin que vous plaçiez un arrêt sur mon compte bancaire, merci",geler_le_compte
can you block my chase account right away please,freeze_account,pouvez-vous bloquer mon compte chase tout de suite s’il vous plaît,geler_le_compte
my bank account must be frozen,freeze_account,mon compte bancaire doit être gelé,geler_le_compte
i need a stop placed on my bank account please,freeze_account,J’ai besoin d’un arrêt placé sur mon compte bancaire s’il vous plaît,geler_le_compte
pause my account,freeze_account,suspendre mon compte,geler_le_compte
could you put a stop on my bank account,freeze_account,pourriez-vous mettre un terme à mon compte bancaire,geler_le_compte
"can you put a stop on my bank account, please",freeze_account,"pouvez-vous mettre un arrêt sur mon compte bancaire, s’il vous plaît",geler_le_compte
please immediatly block my presidential bank account right now,freeze_account,s’il vous plaît bloquer immédiatement mon compte bancaire présidentiel dès maintenant,geler_le_compte
i need my account frozen,freeze_account,J’ai besoin que mon compte soit gelé,geler_le_compte
put a hault on my savings account,freeze_account,mettre un hault sur mon compte d’épargne,geler_le_compte
i'd like my account frozen,freeze_account,J’aimerais que mon compte soit gelé,geler_le_compte
block my chase account asap,freeze_account,bloquer mon compte chase dès que possible,geler_le_compte
can you put a block on my chase account right away,freeze_account,pouvez-vous mettre un bloc sur mon compte chase tout de suite,geler_le_compte
i would appreciate it if you put a stop on my bank account,freeze_account,J’apprécierais que vous mettiez un arrêt sur mon compte bancaire,geler_le_compte
could you freeze my account now,freeze_account,pourriez-vous geler mon compte maintenant,geler_le_compte
what items are on my shopping list,shopping_list,quels articles sont sur ma liste de courses,liste_de_courses
do i have a big shopping list,shopping_list,ai-je une grande liste de courses,liste_de_courses
list out my shopping list for me,shopping_list,liste de ma liste de courses pour moi,liste_de_courses
does my shopping list consist of chips,shopping_list,ma liste de courses se compose-t-elle de jetons,liste_de_courses
i need to know what is on my shopping list,shopping_list,J’ai besoin de savoir ce qui est sur ma liste de courses,liste_de_courses
does my shopping list include corn,shopping_list,ma liste de courses comprend-elle du maïs,liste_de_courses
i need to know the items on my shopping list,shopping_list,J’ai besoin de connaître les articles sur ma liste de courses,liste_de_courses
whats on my list for shopping,shopping_list,ce qui est sur ma liste pour faire du shopping,liste_de_courses
display shopping list,shopping_list,afficher la liste de courses,liste_de_courses
read my entire shopping list to me,shopping_list,me lire toute ma liste de courses,liste_de_courses
are tomatoes on my shopping list,shopping_list,sont des tomates sur ma liste de courses,liste_de_courses
list out what is on my shopping list,shopping_list,liste de ce qui est sur ma liste de courses,liste_de_courses
tell me the things on my shopping list,shopping_list,dites-moi les choses sur ma liste de courses,liste_de_courses
what all is on my shopping list,shopping_list,ce que tout est sur ma liste de courses,liste_de_courses
my list for shopping has what on it,shopping_list,ma liste pour faire du shopping contient ce qu’elle contient,liste_de_courses
what did i write down on my shopping list this time,shopping_list,qu’est-ce que j’ai écrit sur ma liste de courses cette fois cette fois,liste_de_courses
is ice cream currently on my shopping list,shopping_list,est de la crème glacée actuellement sur ma liste de courses,liste_de_courses
tell me what i can find on the shopping list,shopping_list,dites-moi ce que je peux trouver sur la liste de courses,liste_de_courses
what do i need when i go shopping,shopping_list,de quoi ai-je besoin quand je vais faire du shopping,liste_de_courses
do you want peanut butter for your lunches this week,shopping_list,voulez-vous du beurre d’arachide pour vos déjeuners cette semaine,liste_de_courses
is a toothbrush on my shopping list,shopping_list,est une brosse à dents sur ma liste de courses,liste_de_courses
tell me what i put on the shopping list,shopping_list,dites-moi ce que j’ai mis sur la liste de courses,liste_de_courses
read me my shopping list please,shopping_list,lisez-moi ma liste de courses s’il vous plaît,liste_de_courses
what do i need to go shopping for,shopping_list,de quoi ai-je besoin pour aller magasiner,liste_de_courses
i need to hear what's on my shopping list,shopping_list,J’ai besoin d’entendre ce qui est sur ma liste de courses,liste_de_courses
do i need milk at the store,shopping_list,ai-je besoin de lait au magasin,liste_de_courses
i need to know the things on my shopping list,shopping_list,J’ai besoin de savoir les choses sur ma liste de courses,liste_de_courses
which purchases are on my shopping list,shopping_list,quels achats sont sur ma liste de courses,liste_de_courses
what are my shopping list's content,shopping_list,quel est le contenu de ma liste de courses,liste_de_courses
my shopping list contains what,shopping_list,ma liste de courses contient ce qui,liste_de_courses
what things are on my shopping list,shopping_list,quelles sont les choses sur ma liste de courses,liste_de_courses
can you look up what my shopping list has on it,shopping_list,pouvez-vous rechercher ce que ma liste de courses contient,liste_de_courses
read me my shopping list,shopping_list,lisez-moi ma liste de courses,liste_de_courses
what do i need to buy at the store,shopping_list,de quoi ai-je besoin d’acheter au magasin,liste_de_courses
show me my shopping list,shopping_list,montrez-moi ma liste de courses,liste_de_courses
read me everything on my shopping list,shopping_list,lisez-moi tout sur ma liste de courses,liste_de_courses
does my shopping list include apples right now,shopping_list,est-ce que ma liste de courses comprend des pommes en ce moment,liste_de_courses
what is available on the shopping list,shopping_list,ce qui est disponible sur la liste de courses,liste_de_courses
name the items on my shopping list,shopping_list,nommer les articles de ma liste de courses,liste_de_courses
read my shopping list to me,shopping_list,me lire ma liste de courses,liste_de_courses
what does my shopping list involve,shopping_list,en quoi consiste ma liste de courses,liste_de_courses
would you let me know what is on my shopping list,shopping_list,voulez-vous me faire savoir ce qui est sur ma liste de courses,liste_de_courses
tell me what's on my shopping list,shopping_list,dites-moi ce qui est sur ma liste de courses,liste_de_courses
what are the contents of my shopping list,shopping_list,quel est le contenu de ma liste de courses,liste_de_courses
what does my shopping list entail,shopping_list,en quoi consiste ma liste de courses,liste_de_courses
"can you tell me my shopping list items, please",shopping_list,"pouvez-vous me dire mes articles de liste de courses, s’il vous plaît",liste_de_courses
pull up my shopping list for me,shopping_list,tirez ma liste de courses pour moi,liste_de_courses
tell me whats on my shopping list,shopping_list,dites-moi ce qui se passe sur ma liste de courses,liste_de_courses
what stuff did i put on my shopping list,shopping_list,qu’est-ce que j’ai mis sur ma liste de courses,liste_de_courses
do i have tomato on the shopping list,shopping_list,ai-je la tomate sur la liste de courses,liste_de_courses
do i need to change my oil,oil_change_when,ai-je besoin de changer mon huile,changement_d’huile_lorsque
how long until i need to change my oil,oil_change_when,combien de temps jusqu’à ce que j’ai besoin de changer mon huile,changement_d’huile_lorsque
when should my oil get changed,oil_change_when,quand mon huile doit-elle être changée,changement_d’huile_lorsque
when do i need you change my oil,oil_change_when,quand ai-je besoin que vous changiez mon huile,changement_d’huile_lorsque
how often do you have to change your oil,oil_change_when,à quelle fréquence devez-vous changer votre huile,changement_d’huile_lorsque
"my oil seems pretty black, does that mean i should change it",oil_change_when,"mon huile semble assez noire, cela signifie-t-il que je devrais la changer",changement_d’huile_lorsque
when do i need to change the oil again,oil_change_when,quand dois-je changer l’huile à nouveau,changement_d’huile_lorsque
how often should the oil get changed,oil_change_when,à quelle fréquence l’huile doit-elle être changée?,changement_d’huile_lorsque
when is my next oil change due,oil_change_when,quand ma prochaine cindée est-elle due?,changement_d’huile_lorsque
at what point should the oil be changed again,oil_change_when,à quel moment l’huile doit-elle être changée à nouveau?,changement_d’huile_lorsque
how often should you get an oil change,oil_change_when,à quelle fréquence devriez-vous obtenir une changement d’huile,changement_d’huile_lorsque
"at which mileage, should i get my oil changed",oil_change_when,"à quel kilométrage, devrais-je faire changer mon huile",changement_d’huile_lorsque
my next oil change is when,oil_change_when,ma prochaine changement d’huile est quand,changement_d’huile_lorsque
when do i need my oil changed,oil_change_when,quand ai-je besoin de mon huile changée,changement_d’huile_lorsque
